name,namings,Ibnhajar_rank,shuhra,laqab,nasab,selat_karaba,mazhab,kunia,death_year,tabaqa,zahabi_rank,living_city,birth_year,death_city,journey_city,id,narrated_from,narrated_to,id_in_full_list
يعقوب بن محمد بن عيسى بن عبد الملك بن حميد بن عبد الرحمن بن عوف  .,"['محمد بن يعقوب الزهري', 'يعقوب', 'يعقوب الزهري', 'يعقوب بن عيسى', 'يعقوب بن محمد', 'يعقوب بن محمد الزهري', 'يعقوب بن محمد بن عيسى', 'يعقوب بن محمد بن عيسى الزهري', 'يعقوب بن محمد بن عيسى المدني']",صدوق كثير الوهم والرواية عن الضعفاء.,-,-,الزهري ، المدني ، القرشي ، العوفي .,-,-,أبو يوسف,213 هـ,العاشرة,وهاه أبو زرعة وغيره ، وقواه أبو حاتم ، وذكره ابن حبان في الثقات .,بغداد,-,بغداد,-,630,"[502, 1038, 1518, 207, 975, 1383, 134, 475, 254, 1206]","[1531, 857, 700, 415, 329, 755, 419, 747, 629, 1034, 881, 849, 219, 125, 790, 209, 1231, 224, 1636, 178]",507
سليمان بن داود بن داود بن علي بن عبد الله بن عباس بن عبد المطلب,"['الهاشمي', 'الهاشمي يعني سليمان', 'سليمان', 'سليمان الهاشمي', 'سليمان بن داود', 'سليمان بن داود أبو أيوب', 'سليمان بن داود أبو أيوب القرشي', 'سليمان بن داود أبو أيوب الهاشمي', 'سليمان بن داود الهاشمي', 'سليمان بن داود بن علي بن عبد الله بن العباس الهاشمي', 'سليمان بن داود بن علي بن عبد الله بن عباس بن عبد المطلب', 'سليمان بن داود يعني أبا أيوب الهاشمي', 'سليمان بن داود يعني الهاشمي', 'سليمان هو ابن داود الهاشمي', 'سليمان وهو ابن داود الهاشمي', 'سليمان وهو ابن داود بن علي بن عبد الله الهاشمي', 'سليمان يعني ابن داود الهاشمي']",ثقة ، جليل,-,-,القرشي ، الهاشمي ، البغدادي,-,-,أبو أيوب,219  هـ ، أو 220 هـ,العاشرة,قال النسائي : ثقة مأمون,سكن بغداد,-,بغداد,-,631,"[502, 321, 961, 544, 40, 93, 134, 950]","[857, 154, 415, 445, 987, 272, 747, 135, 849, 1559, 125, 615, 790, 456, 167, 224, 1178, 393, 150, 178]",5339
يحيى بن حسان بن حيان,"['يحيى', 'يحيى بن حبان الكوفي', 'يحيى بن حسان', 'يحيى بن حسان الكوفي', 'يحيى بن حسان بن حيان أبو زكرياء', 'يحيى بن حيان', 'يحيى هو ابن حسان', 'يحيى وهو ابن حسان', 'يحيى يعني ابن حسان']",ثقة,طاوس العلماء,-,التنيسي ، البكري ، البصري الأصل ، الكوفي ، الشامي ، المدني ، الدمشقي,ابنه محمد بن يحيى بن حسان التنيسي,-,أبو زكريا ، أبا سعيد,208 هـ أو 209 هـ,التاسعة,ثقة إمام رئيس,تنيس,144 هـ,مصر,مصر,632,"[502, 1131, 321, 295, 961, 1791, 633, 234, 873, 356, 230, 155, 603, 1836, 299, 65, 698, 93, 1318, 134, 15, 1115, 221, 215, 1239, 260, 1027, 369, 723, 226, 781, 1134]","[1853, 848, 80, 1414, 916, 135, 1422, 1431, 1647, 307, 547, 1133, 123, 252, 124]",3147
إسماعيل بن عياش بن سليم,"['أبو اليمان إسماعيل بن عياش', 'أبو عتبة', 'أبو عتبة إسماعيل بن عياش', 'أبو عتبة الحمصي', 'أبو عتبة هو إسماعيل بن عياش', 'أبي', 'أبيه', 'إسماعيل', 'إسماعيل بن أبي عياش', 'إسماعيل بن عياش', 'إسماعيل بن عياش أبو عتبة', 'إسماعيل بن عياش الحمصي', 'إسماعيل بن عياش الحمصي أبو عتبة', 'إسماعيل هو ابن عياش', 'إسماعيل يعني ابن عياش', 'ابن عياش', 'ابن عياش يعني إسماعيل']",صدوق في روايته عن أهل بلده ، مخلط في غيرهم,-,الأحول ، الحافظ,العنسي مولاهم ، الحمصي ، الأحول ، الأزرق ، الحافظ,ابنه : محمد بن إسماعيل بن عياش ، وولاه أبو جعفر المنصور خزانة الكسوة,-,أبو عتبة,181 هـ ، أو 182 هـ,الثامنة,عالم الشاميين,-,102 هـ ، أو 105 هـ ، أو 106 هـ ، أو 108 هـ,-,بغداد ، الكوفة,633,"[668, 1241, 729, 341, 981, 1132, 1269, 2043, 641, 820, 376, 1188, 686, 489, 1873, 292, 1088, 596, 1316, 453, 513, 175, 86, 1742, 299, 16, 25, 98, 682, 449, 1598, 388, 430, 185, 503, 441, 157, 377, 357, 2, 1237, 273, 286, 879, 1249, 2214, 781]","[168, 380, 1766, 403, 510, 1216, 1191, 480, 1846, 308, 1770, 404, 179, 886, 1181, 893, 1875, 650, 1425, 416, 355, 289, 459, 1229, 783, 867, 481, 1833, 1830, 375, 875, 1166, 1009, 589, 215, 0, 254, 1287, 1422, 347, 1688, 1349, 107, 822, 76, 151, 840, 1040, 147, 632, 1230, 71, 846, 1225]",109
ميمونة بنت الحارث,"['أم المؤمنين ميمونة', 'الهلالية', 'خالته', 'ميمونة', 'ميمونة ابنة الحارث', 'ميمونة بنت الحارث', 'ميمونة بنت الحارث بن فروة', 'ميمونة بنت الحارث زوج النبي صلى الله عليه وآله وسلم', 'ميمونة زوج النبي', 'ميمونة زوج النبي صلى الله عليه وسلم']",-,أم المؤمنين,-,العامرية ، الهلالية,زوج النبي صلى الله عليه وسلم ، وأخت: أم الفضل لبابة امرأة العباس بن عبد المطلب ، وخالة : عبد الله بن عباس ، ويزيد بن الأصم ، وعبد الله بن شداد بن الهاد ، وعمة : عبد الرحمن بن السائب الهلالي ، وربيبها: عبيد الله الخولاني ، ومولاة : عطاء بن يسار ، وسليمان بن يسار، وندبة ، ويقال : بدية,-,-,49هـ ، أو : 51هـ  ، وقيل : 63 هـ ، وقيل : 66 هـ,-,أم المؤمنين,-,-,سرف,-,634,[98],"[681, 175, 1578, 398, 598, 680, 18, 251, 967, 1850, 690, 1264, 1292, 378, 110, 280]",1778
أحمد بن الوليد بن أحمد بن محمد,"['أبو حامد أحمد بن أبي العباس الذوربي', 'أبو حامد أحمد بن أبي العباس الزوزني', 'أبو حامد أحمد بن الوليد الزوزني', 'أبو حامد أحمد بن الوليد بن أحمد الزوزني', 'أبو حامد أحمد بن الوليد بن أحمد المروزي', 'أبو حامد بن أبي العباس الزوزني', 'أحمد بن أبي العباس الزوزني']",-,-,-,الزوزني,-,-,أبو حامد,418 هـ,-,-,-,-,نيسابور,-,635,"[99, 602, 131]",[35],1048
علي بن حرب بن محمد بن علي بن حيان بن مازن بن العضوبة,"['علي بن حرب', 'علي بن حرب الطائي', 'علي بن حرب الموصلي', 'علي بن حرب بن محمد']",صدوق فاضل,-,-,الطائي ، الموصلي ، الجزري,إخوته : معاوية ، ومحمد ، وأحمد بنو حرب  مستمليه : أحمد بن الحسين الجرادي الموصلي ، ابن أخته : أبو جابر عرس بن فهد الموصلي,-,أبو الحسن,263 هـ ، أو 265 هـ ، أو 266 هـ,صغار العاشرة,قال أبو حاتم : صدوق,-,175 هـ,وقال أبو عروبة الحراني: بالموصل ، وقال أبو الحسين ابن المنادي : بسر من رأى,الحجاز  ، سر من رأى ، بغداد ، الكوفة ، البصرة,636,"[1411, 774, 778, 9, 543, 169, 285, 1084, 65, 238, 15, 803, 360, 254, 748, 837, 1027, 226]","[228, 314, 436, 99, 245, 1139, 79, 775, 966, 218, 1127, 784, 392, 223, 694, 487, 1624, 283]",284
حبيب بن مسلمة بن مالك بن وهب بن ثعلبة بن واثلة بن عمرو بن شيبان بن محارب بن فهر,"['أبو عبد الرحمن حبيب بن مسلمة بن مالك بن وهب بن ثعلبة بن واثلة بن عمرو بن سنان الفهري', 'حبيب', 'حبيب بن مسلمة', 'حبيب بن مسلمة الفهري', 'حبيب بن مسلمة بن مالك الأكبر بن وهب بن ثعلبة بن وائلة بن عمرو بن شيبان بن محارب بن فهر']",مختلف في صحبته ، والراجح ثبوتها ، لكنه كان صغيرا,حبيب الروم ، حبيب الدروب,-,الفهري ، القرشي ، المكي ، الحجازي,أمه : فهرية من ولد وهب بن ثعلبة ،  مولاه رغبان ،  وجهه معاوية إلى أَرْمِينِيَّة واليا,-,أبو عبد الرحمن ، ويقال : أبو مسلمة ، ويقال : أبو سلمة,41 هـ ، أو 42هـ ،  أو 43 هـ ، أو 44 هـ ، أو 45 هـ ، أو 48 هـ,مختلف في صحبته ، والراجح ثبوتها ، لكنه كان صغيرا,مختلف في صحبته,الشام ، أَرْمِينِيَّة,قال الواقدي : كان له يوم تُوُفِّي النبي صلى الله عليه وسلم اثنتا عشرة سنة . وفي تاريخ أبي عبد الرحمن العتقي أنه ولد سنة أربع من مولده صلى الله عليه وسلم,أرمينية ، وقيل بدمشق,حمص,637,"[301, 2201, 23]","[259, 1550, 2201, 768, 463, 477]",941
إبراهيم بن الحسن بن الهيثم,"['إبراهيم', 'إبراهيم بن الحسن', 'إبراهيم بن الحسن الخثعمي', 'إبراهيم بن الحسن المصيصي', 'إبراهيم بن الحسن المصيصي المقسمي', 'إبراهيم بن الحسن المقسمي', 'إبراهيم بن الحسن بن الهيثم المصيصي', 'إبراهيم بن الحسن مصيصي', 'إبراهيم بن الحسين المصيصي', 'إبراهيم بن محمد بن الحسن المقسمي']",ثقة,المقسمي,-,الخثعمي ، المصيصي ، المقسمي ، الجشمى ،  البصرى,-,-,أبو إسحاق,229 هـ,الحادية عشرة,ثقة ثبت,المصيصة,-,-,-,638,[639],"[63, 228, 314, 443]",5644
حجاج بن محمد,"['الحجاج', 'الحجاج الأعور', 'الحجاج بن محمد', 'الحجاج بن محمد الأعور', 'الحجاج يعني ابن محمد', 'حجاج', 'حجاج الأعور', 'حجاج بن محمد', 'حجاج بن محمد الأعور', 'حجاج بن محمد الأعور المصيصي', 'حجاج بن محمد الأعور مولى سليمان بن مجالد', 'حجاج بن محمد المصيصي', 'حجاج هو ابن محمد', 'حجاج هو الأعور', 'حجاج وهو ابن محمد', 'حجاج وهو ابن محمد الأعور', 'حجاج وهو الأعور', 'حجاج يعني ابن محمد', 'حجاج يعني ابن محمد الأعور', 'حجاج يعني الأعور', 'حجاح', 'حجاح بن محمد']",ثقة ثبت لكنه اختلط في آخر عمره لما قدم بغداد قبل موته,-,الأعور ، الحافظ,المصيصي ، الأعور ،  الحافظ ،  الترمذي الأصل ، الخراساني الأصل,مولى : سليمان بن مجالد مولى أبي جعفر المنصور ،  والد : أحمد,-,أبو محمد,205 هـ ، أو 206 هـ,التاسعة,قال أحمد : ما كان أضبطه ، وأشد تعاهده للحروف ، ورفع من أمره جدا ، وقال أبو داود : بلغني أن ابن معين كتب عنه نحوا من خمسين ألف حديث,بغداد ، المصيصة,-,بغداد,الثغر ، المصيصة ، بغداد,639,"[57, 467, 1808, 1753, 239, 1316, 603, 1273, 169, 482, 299, 65, 152, 867, 138, 93, 221, 377, 690, 260, 71]","[1003, 638, 1783, 563, 476, 116, 1810, 154, 415, 956, 1049, 818, 920, 308, 1402, 237, 1922, 987, 1925, 1325, 1272, 1, 1814, 272, 20, 133, 1959, 747, 367, 500, 344, 568, 849, 219, 850, 790, 209, 465, 456, 437, 656, 1786, 1638, 67, 970, 1636, 694, 1537]",1023
موسى بن علي بن رباح,"['موسى', 'موسى بن علي', 'موسى بن علي اللخمي', 'موسى بن علي بن رباح', 'موسى بن علي بن رباح اللخمي', 'موسى بن علي بن رباح ذاك اللخمي', 'موسى هو ابن علي', 'موسى يعني ابن علي']",صدوق ربما أخطأ,-,-,اللخمي ، المصري ، الإسكندراني,أمير مصر لأبي جعفر ، وأمه ابنة ملك البربر,-,أبو عبد الرحمن,163هـ,السابعة,ثبت صالح,مصر,89هـ ، أو : 90هـ,الإسكندرية,-,640,"[431, 304, 781, 865, 1052]","[397, 33, 732, 1370, 322, 285, 444, 238, 81, 134, 1009, 215, 254, 220, 675, 352, 260, 226, 71]",358
إسحاق بن عبد الله بن أبي فروة : عبد الرحمن بن الأسود بن سوادة ، ويقال : الأسود بن عمرو بن رياش ، ويقال : كيسان,"['أبو عبد الرحمن', 'إسحاق', 'إسحاق ابن أبي فروة', 'إسحاق بن أبي فروة', 'إسحاق بن عبد الله', 'إسحاق بن عبد الله القرشي', 'إسحاق بن عبد الله المدني', 'إسحاق بن عبد الله بن أبي فروة', 'إسحاق بن عبد الله بن عبد الله بن أبي فروة', 'إسحاق بن عبد الله يعني ابن أبي فروة', 'ابن أبي فروة', 'ابن أبي فروة وهو إسحاق']",متروك,-,-,القرشي ، الأموي مولاهم ، المدني,مولى عثمان بن عفان ، وإخوته : إسماعيل ، وصالح ، وعبد الأعلى ، وعبد الحكيم ، وعمار ، ويونس ، وابن أخيه أبو علقمة عبد الله بن محمد بن عبد الله بن أبي فروة,-,أبو سليمان,قال ابن أبي فديك : 136 هـ نقله البخاري . وقال خليفة بن خياط ، وابن سعد : 144 هـ. قال المزي : هذا هو الصحيح ، والأول وهم,الرابعة,تركوه,-,-,المدينة,الشام,641,"[281, 447, 1091, 642, 577, 174, 1823, 175, 906, 85, 420, 902, 1119, 1481, 767, 29, 690, 405, 402, 362, 323, 304, 488, 302, 477, 1589, 571, 158]","[981, 1884, 633, 404, 1483, 1660, 962, 221, 377, 537, 260, 147]",3506
أبو بكر بن المنكدر بن عبد الله بن الهدير,"['أبو بكر', 'أبو بكر ابن المنكدر', 'أبو بكر بن المنذر', 'أبو بكر بن المنكدر', 'أبو بكر يعني ابن المنكدر']",ثقة,-,-,التيمي ، المدني ، القرشي,أخواه : محمد وعمر ، عمه ربيعة بن عبد الله بن الهدير,-,أبو بكر,111 هـ : 120 هـ,الرابعة,ثقة,-,-,-,-,642,"[324, 301, 478, 98, 66, 1264]","[641, 174, 170, 138, 488]",7681
المسور بن مخرمة بن نوفل بن أهيب بن عبد مناف بن زهرة بن كلاب بن مرة بن كعب بن لؤي,"['أبوها', 'أبيه', 'ابن مخرمة', 'المسور', 'المسور بن مخرمة', 'المسور بن مخرمة الزهري', 'المسور بن مخرمة القرشي', 'المسور بن مخرمة بن نوفل الزهري', 'المسور وهو ابن مخرمة', 'مسور', 'مسور بن مخرمة']",له ولأبيه صحبة,-,-,الزهري ، المكي ، المدنى ،  القرشي,والد:  أم بكر بنت المسور ، أمه :  الشفاء بنت عوف أخت عبد الرحمن بن عوف ، كان ممن يلزم عمر بن الخطاب ، أولاده : عبد الرحمن ، وصيفي ، وعبد الله ، وهشام ، ومحمد ، والحصين ، وعمرو ، وحمزة ، وجعفر ، وعوف ، وكان تحته جويرية بنت عبد الرحمن بن عوف ، خاله عبد الرحمن بن عوف,-,أبو عبد الرحمن ، ويقال : أبو عثمان ، أبو عبد الله,64 هـ ،أو : 65 هـ ، وقيل : 70 هـ وقيل : 71 هـ ، وقيل : 72 هـ  ، وقيل : 73 هـ ، وقيل : 74 هـ,له ولأبيه صحبة,صحابي صغير,المدينة,بعد الهجرة بسنتين,مكة,المدينة,643,"[235, 14, 395, 98, 49, 275, 251, 50, 61, 29, 23, 302, 971]","[929, 683, 994, 1769, 1707, 85, 398, 98, 713, 902, 1911, 377, 797, 767, 1850, 714, 690, 378, 17, 110, 198, 304]",3455
